GENESIS-Tabelle: Temporär
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatsbericht über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2016;September;Raffineriegas;...;...;...;...
2016;September;Petrolkoks;...;...;...;...
2016;September;Sonstige Mineralölprodukte;...;...;...;...
2016;September;Erdgas, Erdölgas;...;...;...;...
2016;September;Grubengas;...;...;...;...
2016;September;Kokereigas;...;...;...;...
2016;September;Hochofengas;...;...;...;...
2016;September;Sonstige hergestellte Gase;...;...;...;...
2016;September;Laufwasser;...;...;...;...
2016;September;Speicherwasser;...;...;...;...
2016;September;Pumpspeicherwasser;...;...;...;...
2016;September;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;September;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;September;Windkraft;...;...;...;...
2016;September;Photovoltaik;...;...;...;...
2016;September;Geothermie;...;...;...;...
2016;September;Solarthermie;...;...;...;...
2016;September;Feste biogene Stoffe;...;...;...;...
2016;September;Flüssige biogene Stoffe;...;...;...;...
2016;September;Biogas;...;...;...;...
2016;September;Klärgas;...;...;...;...
2016;September;Deponiegas;...;...;...;...
2016;September;Sonstige erneuerbare Energien;...;...;...;...
2016;September;Klärschlamm;...;...;...;...
2016;September;Abfall (Hausmüll, Industrie);...;...;...;...
2016;September;Abfall (Industrie);...;...;...;...
2016;September;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;September;Kernenergie;...;...;...;...
2016;September;Wärme;...;...;...;...
2016;September;Sonstige Energieträger;...;...;...;...
2016;September;Insgesamt;...;...;...;...
2016;Oktober;Steinkohlen;...;...;...;...
2016;Oktober;Steinkohlenkoks;...;...;...;...
2016;Oktober;Steinkohlenbriketts;...;...;...;...
2016;Oktober;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;Oktober;Sonstige Steinkohlen;...;...;...;...
2016;Oktober;Rohbraunkohlen;...;...;...;...
2016;Oktober;Hartbraunkohlen;...;...;...;...
2016;Oktober;Braunkohlenbriketts;...;...;...;...
2016;Oktober;Braunkohlenkoks;...;...;...;...
2016;Oktober;Wirbelschichtkohle;...;...;...;...
2016;Oktober;Staub- und Trockenkohle;...;...;...;...
2016;Oktober;Sonstige Braunkohlen;...;...;...;...
2016;Oktober;Dieselkraftstoff;...;...;...;...
2016;Oktober;Heizöl, leicht;...;...;...;...
2016;Oktober;Heizöl, schwer;...;...;...;...
2016;Oktober;Flüssiggas;...;...;...;...
2016;Oktober;Raffineriegas;...;...;...;...
2016;Oktober;Petrolkoks;...;...;...;...
2016;Oktober;Sonstige Mineralölprodukte;...;...;...;...
2016;Oktober;Erdgas, Erdölgas;...;...;...;...
2016;Oktober;Grubengas;...;...;...;...
2016;Oktober;Kokereigas;...;...;...;...
2016;Oktober;Hochofengas;...;...;...;...
2016;Oktober;Sonstige hergestellte Gase;...;...;...;...
2016;Oktober;Laufwasser;...;...;...;...
2016;Oktober;Speicherwasser;...;...;...;...
2016;Oktober;Pumpspeicherwasser;...;...;...;...
2016;Oktober;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;Oktober;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;Oktober;Windkraft;...;...;...;...
2016;Oktober;Photovoltaik;...;...;...;...
2016;Oktober;Geothermie;...;...;...;...
2016;Oktober;Solarthermie;...;...;...;...
2016;Oktober;Feste biogene Stoffe;...;...;...;...
2016;Oktober;Flüssige biogene Stoffe;...;...;...;...
2016;Oktober;Biogas;...;...;...;...
2016;Oktober;Klärgas;...;...;...;...
2016;Oktober;Deponiegas;...;...;...;...
2016;Oktober;Sonstige erneuerbare Energien;...;...;...;...
2016;Oktober;Klärschlamm;...;...;...;...
2016;Oktober;Abfall (Hausmüll, Industrie);...;...;...;...
2016;Oktober;Abfall (Industrie);...;...;...;...
2016;Oktober;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;Oktober;Kernenergie;...;...;...;...
2016;Oktober;Wärme;...;...;...;...
2016;Oktober;Sonstige Energieträger;...;...;...;...
2016;Oktober;Insgesamt;...;...;...;...
2016;November;Steinkohlen;...;...;...;...
2016;November;Steinkohlenkoks;...;...;...;...
2016;November;Steinkohlenbriketts;...;...;...;...
2016;November;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;November;Sonstige Steinkohlen;...;...;...;...
2016;November;Rohbraunkohlen;...;...;...;...
2016;November;Hartbraunkohlen;...;...;...;...
2016;November;Braunkohlenbriketts;...;...;...;...
2016;November;Braunkohlenkoks;...;...;...;...
2016;November;Wirbelschichtkohle;...;...;...;...
2016;November;Staub- und Trockenkohle;...;...;...;...
2016;November;Sonstige Braunkohlen;...;...;...;...
2016;November;Dieselkraftstoff;...;...;...;...
2016;November;Heizöl, leicht;...;...;...;...
2016;November;Heizöl, schwer;...;...;...;...
2016;November;Flüssiggas;...;...;...;...
2016;November;Raffineriegas;...;...;...;...
2016;November;Petrolkoks;...;...;...;...
2016;November;Sonstige Mineralölprodukte;...;...;...;...
2016;November;Erdgas, Erdölgas;...;...;...;...
2016;November;Grubengas;...;...;...;...
2016;November;Kokereigas;...;...;...;...
2016;November;Hochofengas;...;...;...;...
2016;November;Sonstige hergestellte Gase;...;...;...;...
2016;November;Laufwasser;...;...;...;...
2016;November;Speicherwasser;...;...;...;...
2016;November;Pumpspeicherwasser;...;...;...;...
2016;November;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;November;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;November;Windkraft;...;...;...;...
2016;November;Photovoltaik;...;...;...;...
2016;November;Geothermie;...;...;...;...
2016;November;Solarthermie;...;...;...;...
2016;November;Feste biogene Stoffe;...;...;...;...
2016;November;Flüssige biogene Stoffe;...;...;...;...
2016;November;Biogas;...;...;...;...
2016;November;Klärgas;...;...;...;...
2016;November;Deponiegas;...;...;...;...
2016;November;Sonstige erneuerbare Energien;...;...;...;...
2016;November;Klärschlamm;...;...;...;...
2016;November;Abfall (Hausmüll, Industrie);...;...;...;...
2016;November;Abfall (Industrie);...;...;...;...
2016;November;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;November;Kernenergie;...;...;...;...
2016;November;Wärme;...;...;...;...
2016;November;Sonstige Energieträger;...;...;...;...
2016;November;Insgesamt;...;...;...;...
2016;Dezember;Steinkohlen;...;...;...;...
2016;Dezember;Steinkohlenkoks;...;...;...;...
2016;Dezember;Steinkohlenbriketts;...;...;...;...
2016;Dezember;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;Dezember;Sonstige Steinkohlen;...;...;...;...
2016;Dezember;Rohbraunkohlen;...;...;...;...
2016;Dezember;Hartbraunkohlen;...;...;...;...
2016;Dezember;Braunkohlenbriketts;...;...;...;...
2016;Dezember;Braunkohlenkoks;...;...;...;...
2016;Dezember;Wirbelschichtkohle;...;...;...;...
2016;Dezember;Staub- und Trockenkohle;...;...;...;...
2016;Dezember;Sonstige Braunkohlen;...;...;...;...
2016;Dezember;Dieselkraftstoff;...;...;...;...
2016;Dezember;Heizöl, leicht;...;...;...;...
2016;Dezember;Heizöl, schwer;...;...;...;...
2016;Dezember;Flüssiggas;...;...;...;...
2016;Dezember;Raffineriegas;...;...;...;...
2016;Dezember;Petrolkoks;...;...;...;...
2016;Dezember;Sonstige Mineralölprodukte;...;...;...;...
2016;Dezember;Erdgas, Erdölgas;...;...;...;...
2016;Dezember;Grubengas;...;...;...;...
2016;Dezember;Kokereigas;...;...;...;...
2016;Dezember;Hochofengas;...;...;...;...
2016;Dezember;Sonstige hergestellte Gase;...;...;...;...
2016;Dezember;Laufwasser;...;...;...;...
2016;Dezember;Speicherwasser;...;...;...;...
2016;Dezember;Pumpspeicherwasser;...;...;...;...
2016;Dezember;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;Dezember;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;Dezember;Windkraft;...;...;...;...
2016;Dezember;Photovoltaik;...;...;...;...
2016;Dezember;Geothermie;...;...;...;...
2016;Dezember;Solarthermie;...;...;...;...
2016;Dezember;Feste biogene Stoffe;...;...;...;...
2016;Dezember;Flüssige biogene Stoffe;...;...;...;...
2016;Dezember;Biogas;...;...;...;...
2016;Dezember;Klärgas;...;...;...;...
2016;Dezember;Deponiegas;...;...;...;...
2016;Dezember;Sonstige erneuerbare Energien;...;...;...;...
2016;Dezember;Klärschlamm;...;...;...;...
2016;Dezember;Abfall (Hausmüll, Industrie);...;...;...;...
2016;Dezember;Abfall (Industrie);...;...;...;...
2016;Dezember;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;Dezember;Kernenergie;...;...;...;...
2016;Dezember;Wärme;...;...;...;...
2016;Dezember;Sonstige Energieträger;...;...;...;...
2016;Dezember;Insgesamt;...;...;...;...
_____
Die Tabelle enthält nur die Elektrizitäts- und
Wärmeerzeugung der Stromerzeugungsanlagen für die
allgemeine Versorgung.

Elektrizitätserzeugung, Brennstoffeinsatz:
Einschließlich Verbrauch für Zünd- und Stützfeuerung.

Ab 2013:
Ab Berichtsmonat Januar 2013 wurde das Aufbereitungs- und
Veröffentlichungssystem der Energiestatistik modernisiert.
Im Rahmen dieser Umstellung sind die Daten vor Januar 2013
- aufgrund neuer Geheimhaltungsregelungen - nur
eingeschränkt vergleichbar.

MWh = Megawattstunden
GJ  = Gigajoule
_____
(C)opyright Statistisches Bundesamt, Wiesbaden 2016
Stand: 27.05.2016 / 12:20:29
